age,income,education,married,children,purchase_amount,gender_Female,gender_Male,occupation_Artist,occupation_Businessman,occupation_Doctor,occupation_Engineer,occupation_HR,occupation_Housewife,occupation_Lawyer,occupation_Retired,occupation_Salesman,occupation_Scientist,occupation_Unemployed,beauty,books,clothing,electronics,food,furniture,home,sports
36,46398.34866568701,2,1,1,66.324168010387,True,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,1,1,0,0,0
60,53302.78169706136,4,1,0,101.23092277031483,True,False,False,False,False,False,False,False,False,False,False,False,True,0,1,1,1,1,1,0,0
19,71141.63278347536,1,0,2,122.99340730810778,False,True,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,1,1,0
45,62321.67865264753,1,0,1,119.17380196424524,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0,0,1,0
55,48504.980475607226,4,0,0,110.0043126963763,False,True,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,1,0,0,0
62,54548.876295187016,2,0,3,100.8915295184095,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,0
19,62704.68533895405,1,1,2,111.7688652206968,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,1
23,42026.602494183535,4,1,0,73.67031028394999,False,True,False,True,False,False,False,False,False,False,False,False,False,1,0,1,0,0,0,0,1
51,64533.28559583889,1,0,3,59.29815876277672,False,True,False,True,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,0
59,42401.83563686322,1,0,2,108.70020701591685,False,True,False,False,False,True,False,False,False,False,False,False,False,0,1,1,1,0,0,0,0
63,45033.588564685495,1,1,3,114.11297254655489,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,1,0,0
32,39361.58771084484,3,0,0,105.03620558620176,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,1,0,1,0
57,53767.12981498957,4,0,1,137.73757777012557,True,False,False,False,False,False,False,False,False,True,False,False,False,1,1,0,0,1,0,0,0
49,25411.804785007946,3,0,0,102.631038874709,True,False,False,True,False,False,False,False,False,False,False,False,False,1,1,1,0,1,0,1,0
53,53117.80156542522,1,1,2,109.59724259562816,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,1
26,40609.95345098141,3,1,1,114.86130888288778,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,1,1,0,0,1,0
61,35999.99776301019,2,1,0,63.39676814427144,False,True,False,False,False,False,False,False,False,True,False,False,False,0,1,0,1,1,1,0,0
28,58908.68084057119,2,1,3,86.08007557180562,True,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,1,1,0,0,1
52,38427.59629423589,1,0,3,112.94273142194876,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0
41,53349.64932048195,3,1,1,122.05682259993412,True,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0
58,37404.70326406932,3,1,3,112.3804195134985,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,1,0,0,1
60,58060.32721520374,2,0,2,71.88640927011329,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1
31,70966.83985694188,3,0,0,87.9602541273197,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,0,1,0,0,0,1
39,45427.29360844295,2,1,2,87.33471569163228,True,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,1,0,0,0,0
40,46093.99180842593,4,1,0,140.0939418159386,True,False,False,True,False,False,False,False,False,False,False,False,False,0,1,0,0,0,1,0,0
34,61980.69486408836,1,1,0,104.12671163391342,False,True,False,False,False,False,True,False,False,False,False,False,False,0,1,0,1,1,1,0,1
62,48351.9680253561,2,1,2,82.54413970604107,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,1,1,0
61,47810.59752991471,1,1,0,109.16883700350944,True,False,False,False,False,False,False,True,False,False,False,False,False,0,1,1,1,1,0,0,0
48,48958.00172870762,3,0,1,74.09810680727715,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,1,0,1
57,44306.10368694931,4,0,0,92.48287811832876,False,True,False,False,True,False,False,False,False,False,False,False,False,0,1,0,0,0,1,1,0
22,56985.05669573034,4,0,3,83.90436484176567,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,0,0,0,1
59,58644.9974030914,2,1,3,138.00116362525077,True,False,False,False,False,False,False,False,True,False,False,False,False,1,0,0,0,0,1,0,0
58,62682.82899244221,4,0,2,75.8704913059546,False,True,False,False,False,False,False,True,False,False,False,False,False,1,1,0,0,0,1,0,1
26,35387.726154487995,1,1,0,111.56570468104108,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,1,1,1
59,42932.15464915094,3,1,2,148.43620496962723,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0
27,49740.71041628264,1,0,2,109.64870115550472,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,0,0,0,0
64,51804.592410379286,1,1,0,116.39697957638973,False,True,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,1,0,1,0
57,46558.962782863935,1,0,0,75.10498931638102,False,True,False,False,True,False,False,False,False,False,False,False,False,1,0,0,0,0,0,1,1
20,42509.30565339716,3,1,2,95.15317131659704,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1
39,46614.45793351439,4,0,3,104.8072021988122,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,1,1
19,65033.24110896777,3,0,3,99.66841455297956,True,False,False,False,True,False,False,False,False,False,False,False,False,0,1,1,0,0,0,0,1
47,51429.20321180765,1,0,2,107.637539368997,True,False,True,False,False,False,False,False,False,False,False,False,False,0,1,0,1,0,0,0,0
54,47295.45589710282,4,0,1,87.2284463292192,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,1,1,1,1
61,42242.75777838864,3,1,1,94.5687108569516,True,False,False,False,False,True,False,False,False,False,False,False,False,0,0,1,0,0,0,0,1
51,49082.53048572549,1,1,0,123.11474171329576,False,True,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,1,0,0,0
36,48624.41423173205,1,0,0,131.90234789971382,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,0,1,1,1
22,54454.79106484808,1,1,1,102.56064598512344,False,True,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1
36,39917.67483054146,4,0,3,110.94569193884487,True,False,False,False,False,False,False,False,False,False,False,False,True,1,0,1,1,0,0,0,0
32,48359.58771488156,3,1,3,152.9089069889911,False,True,False,False,False,False,False,False,False,True,False,False,False,0,1,1,0,0,0,1,0
56,35275.218772806766,1,1,2,88.92805276143787,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0
46,57259.15781331305,1,0,3,67.23256659162271,True,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,1,0,0
29,46920.08069427497,3,1,2,92.63443679193936,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,1,0,0,0
46,70746.06199910484,2,0,0,83.67490018062558,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,1
55,51243.36271018335,1,0,2,112.17364715914673,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,1,1,0
59,49176.71430954226,3,0,0,141.58715539043214,True,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,0,1,0,0,1
25,32743.888641946825,4,1,0,168.97862823078628,False,True,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,1
39,49112.391468661765,1,0,3,81.75893278680638,False,True,False,False,False,False,False,False,False,True,False,False,False,0,1,0,0,0,1,0,0
47,45506.26842608865,4,1,2,102.5569581849247,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,1,0,1,0,0
19,56272.18558074228,4,0,1,80.55182873270505,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0
46,51437.7662553313,3,0,3,109.82153364286532,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,1,0
37,34891.626151892815,1,0,1,93.21084255823004,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,1,0,0,0
22,44386.92467319976,1,0,0,100.56044258000487,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0,1,0,0,0,1,0
31,62184.37410459871,3,1,3,95.594717803573,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,0,0,0,1,0,1
25,42915.95165505746,4,1,0,83.29627336596437,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0,0,1,1,1,0,1
40,51874.73304460163,2,0,1,118.17673136476095,True,False,False,False,False,False,False,False,True,False,False,False,False,1,1,0,0,0,0,0,1
29,46479.65517555698,1,0,3,112.20321499489624,True,False,False,False,False,False,False,False,False,False,True,False,False,0,1,1,1,1,0,0,1
47,59433.52724782441,2,1,3,103.58190875684446,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,1,1,0
31,44166.64892745667,1,0,3,92.4788513729239,False,True,False,True,False,False,False,False,False,False,False,False,False,1,0,1,0,0,0,0,1
21,60535.89156371816,4,1,0,105.73613775548424,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,1,1,0,0
57,55860.16101712512,4,1,1,105.93019591438387,True,False,False,True,False,False,False,False,False,False,False,False,False,0,1,0,1,1,1,1,1
19,32511.127391546244,1,0,1,102.96355808252524,True,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0,0,1
50,45340.80457978835,3,0,0,108.05795246067092,True,False,False,False,False,False,False,False,False,False,False,False,True,1,0,0,0,0,0,1,1
24,61121.2329084332,1,0,3,87.08407728062434,True,False,False,False,False,True,False,False,False,False,False,False,False,1,1,0,0,0,1,1,1
52,50800.114364526606,3,1,3,113.393864415429,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,1,1,0,0,0,0
30,44917.0742224834,2,1,2,104.11932964475572,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,0,1
33,44717.97839772813,1,0,2,105.9038149099301,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0,1,0,0,0,1,0
36,44529.88106228755,1,0,3,97.66774715089588,False,True,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,1,0,0,0
18,60488.15812120984,2,1,1,93.8444837817402,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0,1,1
23,44516.472849556456,4,0,0,88.42066740158647,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,1,0,1
27,50799.90639493245,1,1,0,91.37577297643888,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,1,0,0,0,0,0
33,53236.37351691876,1,1,0,124.18473291901012,True,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,0,0,1
52,49016.371563356224,4,0,3,112.26517120298983,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,1,1,0
26,59743.53896034807,2,0,1,56.85496364692593,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,1,1,0,0
45,29039.94031930509,1,0,2,78.97466812362688,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0
23,45804.359314763846,1,1,0,115.37990662258456,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0,0,0,1,0,0,0
34,36980.10426396463,4,1,1,103.39068829305832,False,True,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,1,1,1,0
27,45856.89910838706,3,1,3,98.78258459865722,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1
61,51991.478444840825,1,1,3,111.19510265435537,False,True,False,False,False,False,False,True,False,False,False,False,False,1,1,0,0,1,0,0,1
39,52586.343975774136,2,1,3,88.96971971455928,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,0,0,0,0
39,43554.65323257619,3,0,2,102.17854460892582,False,True,False,False,False,False,False,True,False,False,False,False,False,1,0,0,1,1,0,1,0
53,36558.876612812266,3,0,2,133.28941260693404,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,1,1,0
61,60291.17309990345,2,0,3,73.14897021170314,True,False,True,False,False,False,False,False,False,False,False,False,False,1,0,1,1,0,0,1,0
46,33959.89433511164,2,1,0,128.98365754733436,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0
59,37817.39238077139,1,0,0,97.71991029442988,True,False,True,False,False,False,False,False,False,False,False,False,False,0,1,1,1,1,1,1,1
27,44871.16069878395,2,0,1,97.21147873315806,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,0,1
32,41918.01075196415,3,0,2,98.17678151207625,True,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,1,0,1,0
27,52633.940633481936,2,0,1,101.3528969313535,False,True,False,False,True,False,False,False,False,False,False,False,False,0,1,1,0,1,0,0,0
63,44492.74640060826,1,1,1,70.16404555868955,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1,1,1,0,0,1,0
33,40756.84654002602,4,0,1,88.4927364776181,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,0
18,52050.12514194999,1,1,2,91.8635220525272,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,1,0,1,1,1
60,36276.00153321267,3,1,3,93.73236010533766,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,1,0
48,45933.62529482888,1,0,0,79.77506659520924,True,False,False,True,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,1,1
55,47558.29494961928,3,1,3,115.4106478314419,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,1,0,0,1
30,48010.31156063363,3,0,0,128.16572217991205,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0
44,57726.43761701665,4,0,2,80.52417149870358,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,0
19,50079.588388953416,1,0,0,88.02574118261484,True,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,1,0,0,0,0
23,33099.79967624423,1,1,2,148.27305319318526,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,1,0,0
22,54369.83486456841,4,1,2,92.32793328080528,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,0,0
43,50112.30004034683,4,1,2,123.7540626219268,False,True,False,False,False,False,False,False,False,True,False,False,False,0,1,0,1,1,0,0,0
55,53331.8352853441,3,1,1,88.19546317544821,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,0,1,0
36,52976.03157634648,3,1,2,107.33933138440094,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,1,0,0,1
23,40590.45094600034,2,1,2,121.43478071986752,True,False,False,False,False,True,False,False,False,False,False,False,False,1,0,1,0,0,0,0,0
48,55604.63665133836,3,1,1,97.66290561845904,True,False,False,False,False,False,False,False,False,False,False,True,False,1,1,0,0,0,0,0,0
18,53113.3827812134,3,1,0,67.8923690542004,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,1,0,0,0
63,42867.68098193935,3,1,1,136.86776634252405,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,1,1,0
58,54709.707585139775,3,1,2,81.07988045376337,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,1,0,1,0
29,47832.14568288836,2,1,0,94.12243453092262,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,1
46,60046.74970369884,1,0,3,112.1975175993354,True,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,1,1,0
28,60491.38887516035,3,1,1,102.59862276645114,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,0,0,1
30,65031.72784148852,2,1,1,65.48488684719871,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0
27,66593.03972478193,3,0,1,97.25318631479747,False,True,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,0,1,0,0
48,52650.78726746082,2,0,3,83.8152886355799,False,True,True,False,False,False,False,False,False,False,False,False,False,0,1,0,1,0,1,0,0
57,45951.51169765619,2,0,1,97.52557882878884,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,1,1,1
18,51334.48837370679,4,1,3,107.45895822360308,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,1,1,0,1,0,0
49,49654.18284303383,2,1,1,65.45020496630136,True,False,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,1,1,0,0
38,71814.53553429892,3,0,2,76.07338175530836,True,False,True,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,1,1,0
57,57318.95673912458,4,0,2,62.37784876341748,True,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,0,0,0,0,1
20,56198.933158207255,3,0,0,105.56748091297544,True,False,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,0,0
55,62481.0560930693,2,1,0,125.31211279321306,False,True,False,False,False,True,False,False,False,False,False,False,False,1,1,0,0,0,0,1,1
47,54617.16505498072,2,1,2,89.951920035081,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,0,1,0
27,37099.45796529422,3,0,2,92.07995013054364,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,0,1,1,0
23,27255.22427884207,2,0,0,87.54596414114687,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,0,0,0,0
29,37497.08913108383,4,1,1,121.6857621193992,False,True,False,True,False,False,False,False,False,False,False,False,False,1,0,0,1,1,0,0,1
64,43153.74536900372,1,1,2,68.01760734554355,True,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,0,0,0,1,0
56,48781.52846427367,2,0,1,151.8331174270827,True,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,1
44,41975.936451256784,4,1,3,87.80797509352793,True,False,False,True,False,False,False,False,False,False,False,False,False,1,0,1,0,0,1,0,0
42,79459.29441641271,4,0,0,86.48541077979318,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1,0,1,0,0,1,0
18,65484.87338061055,4,0,0,98.09756885289526,False,True,False,False,False,False,False,False,False,False,False,False,True,1,0,0,1,1,0,1,0
25,54406.43608364892,4,0,1,131.41042141629902,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,1,0,1
19,44616.17208620877,3,1,3,108.85549449683232,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,1,0,0,1,1,1
53,59943.26173288524,2,0,3,98.30498532510684,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,1,0,0,1
23,59998.0886891923,4,0,1,114.56314237063052,False,True,True,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,1,1,0
49,73435.71285825584,3,0,0,96.82672999598591,False,True,False,False,False,False,True,False,False,False,False,False,False,1,1,1,0,1,0,0,1
44,44628.65049265622,1,0,3,98.24730083448657,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,0,0,1
60,46053.554505933454,1,0,1,108.66507513715142,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1,1,0,0,0,0,0
44,29377.51093402817,4,1,0,98.5033051891777,False,True,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,1,1,0,0
29,53155.87171372741,4,0,2,107.14676374611967,False,True,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,1,0,0
42,63306.3310611143,3,1,1,120.39721764495744,False,True,False,False,False,True,False,False,False,False,False,False,False,0,0,1,1,0,0,1,0
42,64326.69925435229,4,0,0,101.09953253801991,True,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,1,0,1,1
27,38662.6866443259,4,0,1,103.8008824788216,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,1,1,1,0
26,46177.65397451674,3,1,3,75.58132115119471,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,1
20,33378.96137870083,3,0,3,116.906009789486,True,False,False,False,False,False,False,False,False,False,True,False,False,1,1,0,0,0,0,1,0
19,41158.47414537746,3,1,0,106.84742615511514,True,False,False,False,False,False,False,True,False,False,False,False,False,0,1,1,1,0,0,0,0
23,75351.09047498507,1,0,2,107.192676290748,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,1,1,1,1,0
28,42870.76139735205,4,0,1,118.90900479442354,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,1,0,0
50,36672.66703436271,2,0,0,71.45368892886184,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,1,0,0,0,0,1
43,68599.68204151689,2,0,0,84.2584964439515,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,1,0,1,0
41,47855.5830761473,1,1,3,121.6058372676422,False,True,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,1,0,1,0
46,58626.35425436639,1,1,3,66.30793789127974,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1
57,40099.40885480659,3,0,2,53.98727321444397,False,True,False,False,False,True,False,False,False,False,False,False,False,1,0,1,1,0,0,1,1
29,46627.01256541364,3,1,1,58.50380833034641,True,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0,0,0,1,0,0
24,52214.95030762888,4,0,2,94.03749709038053,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1,0,1,0,1,0,1
46,64561.69296845061,2,1,1,63.68338688974988,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,1,1,0,1,0,0
51,64518.31543913691,1,0,3,102.27097808508697,False,True,False,False,True,False,False,False,False,False,False,False,False,1,0,1,0,0,1,0,0
27,49074.98338104717,4,1,1,109.12910278774118,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,1,0,1,0,0,0
63,43694.93973412864,1,1,1,66.40268275981555,False,True,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,1,0,1,0
46,40361.03094164095,4,0,3,105.21395688102126,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,1,1,1
29,70840.38423279155,4,1,3,98.89659432732164,True,False,False,False,False,False,False,False,False,True,False,False,False,1,0,0,0,0,0,0,1
42,59323.91892123655,4,1,2,116.70869717552348,False,True,False,False,False,False,False,False,False,True,False,False,False,1,1,0,0,0,0,0,0
34,60100.15759403577,3,1,0,89.93901890765714,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,1,0,1,0,0
50,56920.34869978367,3,0,1,112.24250559392006,True,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,1,0,1,0,0
63,23875.57538499885,2,0,1,75.46803197347415,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,1,0,0,1,0,1
41,59455.36155359269,1,0,0,99.10919669627958,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,1,1,1,1,0
39,59366.65105770923,3,0,1,115.58562826660146,True,False,False,False,False,False,True,False,False,False,False,False,False,0,0,1,1,0,0,1,0
39,42429.5909429943,3,0,0,94.44197980152371,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,1,1,1,1
45,37084.87882970108,2,1,0,74.88795088470798,True,False,True,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,0
57,58207.341879407264,1,0,0,89.79662206860941,True,False,False,False,False,False,False,False,False,False,False,False,True,1,1,0,0,0,0,1,1
51,56250.86626063133,4,0,3,115.76171168568032,False,True,False,False,False,False,False,False,False,True,False,False,False,0,1,0,1,0,0,1,0
49,40363.22472921531,4,1,2,82.66281509748475,True,False,False,False,False,False,False,False,True,False,False,False,False,0,1,0,0,0,1,0,0
53,51908.81079844007,1,1,0,73.8581150431277,True,False,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,1,0,0,1
43,51676.51397338779,4,1,0,127.219436349479,True,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,1,0,1,0
61,35488.90186785076,2,0,0,105.85649446848254,True,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,1,0
36,66272.6135124307,1,1,1,124.1346673249232,True,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,1,0,1,1
50,27382.280522981648,2,1,2,92.25123632920176,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,1,0,0,0
47,48445.92404145096,1,1,2,93.68461009066552,False,True,False,False,False,False,False,True,False,False,False,False,False,0,1,1,0,0,0,0,1
64,43868.0773596615,4,1,0,127.22863616226692,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,1,0,0
62,38887.50243501183,2,0,3,106.50146194384044,True,False,False,False,True,False,False,False,False,False,False,False,False,0,1,1,0,1,1,1,0
54,48598.33454295751,4,1,3,98.08359002763842,False,True,False,False,True,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,0
28,59841.91069128165,1,0,1,113.9218840925815,True,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,1,1,0,0
20,42756.9459356368,3,0,1,120.94290973057274,False,True,False,False,True,False,False,False,False,False,False,False,False,1,0,1,0,1,0,1,1
24,52719.47649792966,4,0,3,108.5965038065558,True,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,1,0,1
38,52413.93482621677,3,1,2,88.55514094006273,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,0,1,0,0,1,0
31,46584.36740754714,2,1,0,76.02822246993688,True,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,0,0,0,0
35,39545.34876901725,1,1,3,58.98004369694739,False,True,False,False,False,False,False,False,False,False,False,False,True,1,1,0,1,0,1,1,1
30,33981.63064257614,1,0,3,83.34516030957022,True,False,False,True,False,False,False,False,False,False,False,False,False,1,0,0,0,0,1,0,0
44,51913.73605474725,1,0,2,111.2066443887632,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,1,0,0,0,0,0
33,49877.70465654058,4,0,2,76.9143815189693,False,True,False,True,False,False,False,False,False,False,False,False,False,0,1,0,0,1,1,1,0
33,57014.84888440042,1,1,2,100.8007701290314,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,1,0,1,1,1,0
53,36217.0587893863,1,0,2,112.72724167279472,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,1,1,0,1,0,1
59,49375.61197032057,2,0,2,95.07095480978975,False,True,False,False,False,False,False,False,False,False,False,True,False,1,0,0,0,0,0,1,1
24,33681.01739311543,2,0,1,127.36582452891878,True,False,False,False,False,False,False,True,False,False,False,False,False,0,1,0,0,0,0,0,0
34,65891.25973209055,3,0,2,91.80217116392328,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,0,0,1,0
52,57725.23671477473,4,1,3,96.1454977457338,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0,1,1,0
63,48508.2319889308,3,1,3,124.16092720704602,False,True,False,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0
30,51197.834527553925,1,0,2,85.36751377509418,True,False,False,True,False,False,False,False,False,False,False,False,False,1,0,1,0,1,1,0,0
29,77547.51387324672,1,1,1,121.26786234081226,False,True,False,False,False,False,False,False,True,False,False,False,False,1,0,1,0,0,0,1,0
26,60726.71742577218,1,1,3,109.8396816491038,True,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1
64,55027.421761032645,4,1,1,107.79474489286945,True,False,False,False,False,False,False,True,False,False,False,False,False,1,0,0,0,0,0,1,0
57,35107.68462704974,2,1,1,97.5018059494874,False,True,True,False,False,False,False,False,False,False,False,False,False,0,1,1,1,1,0,0,0
